date,channel,impressions,spend
13-08-2024,App,6912,2465.16
13-08-2024,Social Media,4322,1001.85
13-08-2024,SMS,9681,1231.93
13-08-2024,Social Media,7419,1333.99
13-08-2024,Social Media,6503,4344.13
13-08-2024,App,4705,3029.71
13-08-2024,SMS,2088,4932.54
13-08-2024,SMS,7803,1408.86
12-08-2024,Social Media,6709,2831.24
12-08-2024,Email,7626,4048.88
12-08-2024,Social Media,5986,2878.81
12-08-2024,Social Media,7845,3726.48
12-08-2024,SMS,6489,1853.35
12-08-2024,Social Media,4831,3639.17
12-08-2024,App,2399,2068.79
12-08-2024,Social Media,2256,1360.78
12-08-2024,App,6191,2833.88
11-08-2024,Email,8953,3183.75
11-08-2024,Social Media,4742,3817.42
11-08-2024,App,7727,2957.52
11-08-2024,App,2460,4485.09
11-08-2024,Social Media,4972,4745.79
11-08-2024,Email,1149,3747.77
11-08-2024,Social Media,5954,4162.18
11-08-2024,App,2916,2963.32
11-08-2024,Email,7715,1562.14
10-08-2024,App,3978,4658.08
10-08-2024,Social Media,9035,3491.99
10-08-2024,App,5593,1420.1
10-08-2024,Email,7399,3045.31
10-08-2024,SMS,6359,1743.04
10-08-2024,App,8372,2906.11
10-08-2024,Social Media,6273,3483.92
10-08-2024,Email,4086,2136.35
10-08-2024,Social Media,5066,4515.12
09-08-2024,App,8282,3813.19
09-08-2024,App,3672,1484.63
09-08-2024,SMS,1594,4377.58
09-08-2024,Email,8045,3368.75
09-08-2024,Email,6129,3852.56
09-08-2024,Email,8144,2249.31
09-08-2024,Social Media,1861,2007.9
09-08-2024,SMS,6683,2693.65
09-08-2024,Email,8623,3056.1
08-08-2024,Email,8301,4919.38
08-08-2024,App,2425,2054.77
08-08-2024,Social Media,9020,1907.55
08-08-2024,App,4476,3607.25
08-08-2024,Social Media,7919,4968.16
08-08-2024,SMS,7803,1334.53
08-08-2024,SMS,3940,4125.25
08-08-2024,Social Media,8759,3080.45
08-08-2024,SMS,1399,1082.23
07-08-2024,SMS,7668,1153.13
07-08-2024,App,2092,4006.46
07-08-2024,Email,5291,3569.21
07-08-2024,App,4722,3983.59
07-08-2024,Social Media,2737,4578.32
07-08-2024,SMS,7735,2624.67
07-08-2024,Social Media,3448,3566.2
07-08-2024,SMS,5122,2021.6
07-08-2024,SMS,2404,4884.8
06-08-2024,App,5984,2315.12
06-08-2024,App,7023,2509.2
06-08-2024,SMS,9632,1135.33
06-08-2024,Email,2122,4893.49
06-08-2024,Email,5692,1273.09
06-08-2024,App,5280,2628.52
06-08-2024,Social Media,8614,1622.92
06-08-2024,Email,9689,1109.75
06-08-2024,Social Media,5401,3789.27
05-08-2024,SMS,7816,4930.14
05-08-2024,App,8418,2287.14
05-08-2024,SMS,5055,4026.88
05-08-2024,App,5860,4159.03
05-08-2024,SMS,4816,2506.86
05-08-2024,SMS,6672,1561.05
05-08-2024,App,6365,3270.32
05-08-2024,App,7001,1305.55
05-08-2024,App,9981,4447.77
04-08-2024,Social Media,2363,4907.75
04-08-2024,App,3930,1732.79
04-08-2024,Email,4295,1058.01
04-08-2024,Social Media,4353,1196.97
04-08-2024,Social Media,4014,3735.8
04-08-2024,SMS,4640,3244.16
04-08-2024,SMS,7130,1483.22
04-08-2024,Social Media,1621,4151.92
04-08-2024,Email,9251,1936.51
03-08-2024,App,2235,3767.67
03-08-2024,Social Media,6996,3547.23
03-08-2024,Email,7950,2475.23
03-08-2024,Social Media,4432,1978.23
03-08-2024,Social Media,3427,2792
03-08-2024,App,8400,2598.39
03-08-2024,App,1805,1845.04
03-08-2024,SMS,3578,4530.04
03-08-2024,Email,4809,2671.33
02-08-2024,Email,5281,1257.77
02-08-2024,Social Media,6835,2130.65
02-08-2024,Social Media,8330,1881.66
02-08-2024,Social Media,5863,2455.64
02-08-2024,Social Media,2965,3434.13
02-08-2024,Social Media,9354,3645.69
02-08-2024,App,8787,2127.63
02-08-2024,SMS,7986,2397.68
02-08-2024,App,2223,4597.94
01-08-2024,SMS,2764,2397.18
01-08-2024,SMS,4684,2953.01
01-08-2024,Social Media,7733,1522.84
01-08-2024,Social Media,6245,4210.78
01-08-2024,SMS,1133,2998.96
01-08-2024,App,7644,4100.43
01-08-2024,SMS,7251,4266.24
01-08-2024,App,7310,3829.59
01-08-2024,App,6886,1619.51
31-07-2024,Social Media,8868,4429.06
31-07-2024,Email,5019,3090.85
31-07-2024,App,1314,1159.56
31-07-2024,App,9314,4727.77
31-07-2024,SMS,7067,3237.15
31-07-2024,App,7638,2074.27
31-07-2024,SMS,7047,4017.57
31-07-2024,Social Media,5415,2993.74
31-07-2024,Email,7028,2941.82
30-07-2024,Email,2371,1902.77
30-07-2024,Email,4151,4898.4
30-07-2024,Social Media,5309,4401.24
30-07-2024,App,7295,4479.89
30-07-2024,Social Media,3830,1368.8
30-07-2024,Email,9848,4603.37
30-07-2024,Email,8573,4756.98
30-07-2024,Social Media,8942,2716.61
30-07-2024,Email,5607,2873.15
29-07-2024,Social Media,9909,4711.83
29-07-2024,App,7655,1404.95
29-07-2024,SMS,1335,1515.91
29-07-2024,SMS,6888,3094.1
29-07-2024,SMS,5244,2402.28
29-07-2024,App,5193,1634.45
29-07-2024,App,4868,3763.68
29-07-2024,Social Media,2806,3935.06
29-07-2024,Social Media,1023,1838.54
28-07-2024,App,9629,4231.35
28-07-2024,App,7744,1815.25
28-07-2024,Social Media,7775,4752.07
28-07-2024,SMS,2664,4917.87
28-07-2024,Email,5116,2532.77
28-07-2024,SMS,9631,4635.93
28-07-2024,SMS,9360,3771.86
28-07-2024,App,2215,4222.07
28-07-2024,App,5145,3626.15
27-07-2024,App,7840,4855.14
27-07-2024,Email,7155,3814.87
27-07-2024,Email,8251,1421.1
27-07-2024,Social Media,1300,1927.42
27-07-2024,Email,7439,3917.82
27-07-2024,Social Media,4477,2516.4
27-07-2024,Email,2523,3603.22
27-07-2024,Email,3254,1366.9
27-07-2024,SMS,9255,1734.4
26-07-2024,App,8624,2783.61
26-07-2024,App,8803,4284.84
26-07-2024,Social Media,4114,4844.62
26-07-2024,Email,9276,4401.47
26-07-2024,SMS,7159,3918.23
26-07-2024,SMS,8268,4544.8
26-07-2024,Social Media,6504,3885.79
26-07-2024,App,3547,1393.64
26-07-2024,Email,6334,3399.33
25-07-2024,Social Media,1129,3574.55
25-07-2024,SMS,2707,4107.16
25-07-2024,Social Media,3835,3629.31
25-07-2024,Email,2094,2866.56
25-07-2024,Social Media,1483,1631.96
25-07-2024,Social Media,5775,1338.81
25-07-2024,Email,3384,3041.61
25-07-2024,App,5437,3726.36
25-07-2024,Email,6458,1682.87
24-07-2024,Email,8230,4491.39
24-07-2024,Social Media,3135,3881.66
24-07-2024,App,8090,4419.59
24-07-2024,Email,5494,1753.58
24-07-2024,SMS,3169,3977.27
24-07-2024,Social Media,7356,3513.48
24-07-2024,App,3666,4496.52
24-07-2024,Email,9453,3914.18
24-07-2024,Social Media,3826,2081.05
23-07-2024,SMS,5385,1721.38
23-07-2024,Social Media,7563,3823.92
23-07-2024,Email,7685,3082.14
23-07-2024,SMS,9114,1571.3
23-07-2024,Email,3932,3481.37
23-07-2024,Social Media,8545,2185.45
23-07-2024,App,3611,1134.99
23-07-2024,App,8047,1257.39
23-07-2024,App,2318,4113.87
22-07-2024,Social Media,3799,3398.23
22-07-2024,Email,4804,2015.84
22-07-2024,Social Media,4050,4875.93
22-07-2024,Email,4091,3719.26
22-07-2024,SMS,8825,1657.29
22-07-2024,SMS,2484,3937.89
22-07-2024,SMS,4209,1582.35
22-07-2024,Email,1846,2876.16
22-07-2024,Email,5297,2929.05
21-07-2024,App,1347,1024
21-07-2024,App,4015,4323.49
21-07-2024,SMS,1768,2270.07
21-07-2024,SMS,5110,4827.04
21-07-2024,App,8472,3923.89
21-07-2024,Email,6666,2106.13
21-07-2024,Social Media,9557,3257.03
21-07-2024,Email,3976,3378.54
21-07-2024,App,2361,2182
20-07-2024,Social Media,5217,2226.61
20-07-2024,SMS,8025,3169.96
20-07-2024,Email,9611,1329.49
20-07-2024,Email,3379,1213.41
20-07-2024,Social Media,2073,1486.24
20-07-2024,Email,3314,3278.02
20-07-2024,Email,4130,3815.76
20-07-2024,SMS,3892,4972.08
20-07-2024,App,9875,4312.88
19-07-2024,App,1082,1650.2
19-07-2024,Email,3551,4340.54
19-07-2024,Social Media,2598,4043.62
19-07-2024,Social Media,7155,1324.52
19-07-2024,Social Media,9944,3411.38
19-07-2024,App,8474,4335.04
19-07-2024,App,2217,3183.66
19-07-2024,App,4415,2594.55
19-07-2024,Email,1201,1443.96
18-07-2024,App,5229,4087.39
18-07-2024,Email,4796,1237.44
18-07-2024,SMS,3407,3489.26
18-07-2024,Social Media,2364,2932.34
18-07-2024,Email,9073,1530.69
18-07-2024,App,7715,3437.52
18-07-2024,Email,2867,4764.01
18-07-2024,Email,2090,4475.46
18-07-2024,Social Media,4068,3514.21
17-07-2024,Social Media,3976,1307.47
17-07-2024,SMS,2029,1849.29
17-07-2024,App,6115,1592.4
17-07-2024,Social Media,7320,4870.47
17-07-2024,App,5213,1844.61
17-07-2024,App,8353,3201.53
17-07-2024,SMS,3656,1558.91
17-07-2024,App,7149,3935.11
17-07-2024,Social Media,4761,3427.23
16-07-2024,SMS,7831,1512.16
16-07-2024,App,5323,2856.75
16-07-2024,SMS,9082,1612.43
16-07-2024,App,4129,3110.73
16-07-2024,Social Media,3977,4993.77
16-07-2024,Email,1050,2106.81
16-07-2024,Email,6777,3262.53
16-07-2024,SMS,4932,1460.37
16-07-2024,SMS,7580,2869.34
15-07-2024,App,9603,3817.59
15-07-2024,SMS,8831,1549.72
15-07-2024,Social Media,5484,3964.89
15-07-2024,SMS,5733,3768.62
15-07-2024,Email,7372,1825.52
15-07-2024,Email,4763,4454.17
15-07-2024,Email,9552,3512.99
15-07-2024,App,6379,2273.47
15-07-2024,SMS,2413,3895.68
14-07-2024,Social Media,8804,1266.85
14-07-2024,SMS,7285,2561.42
14-07-2024,Social Media,1395,3869.44
14-07-2024,SMS,8777,4383.07
14-07-2024,Email,2588,2145.09
14-07-2024,Social Media,3131,3146.68
14-07-2024,Email,8767,2575.69
14-07-2024,Email,3092,1450.67
14-07-2024,Social Media,2353,4657.85
13-07-2024,App,5165,2768.65
13-07-2024,App,5057,3384.48
13-07-2024,SMS,9050,3218.71
13-07-2024,SMS,7954,4169.44
13-07-2024,App,8939,4589.37
13-07-2024,App,6372,4214.35
13-07-2024,SMS,3773,3245.65
13-07-2024,App,7532,1880.92
13-07-2024,SMS,2629,3574.08
12-07-2024,SMS,7792,1798.8
12-07-2024,Social Media,5335,3427.39
12-07-2024,Email,5224,2967.36
12-07-2024,SMS,4938,1232.91
12-07-2024,App,3247,1865.25
12-07-2024,App,9679,3628.95
12-07-2024,App,4042,2741.56
12-07-2024,Social Media,9464,2229.1
12-07-2024,App,7223,4659.41
11-07-2024,Social Media,3850,1265.22
11-07-2024,Email,3093,2924.72
11-07-2024,SMS,9931,3276.54
11-07-2024,App,3842,3638.26
11-07-2024,Email,4760,3286.36
11-07-2024,SMS,7565,3489.52
11-07-2024,SMS,2956,4048.42
11-07-2024,Email,8210,2795.2
11-07-2024,Email,4956,3771.9
10-07-2024,App,4510,3110.1
10-07-2024,App,7696,4977.55
10-07-2024,App,7977,4514.95
10-07-2024,SMS,3703,2486.13
10-07-2024,Social Media,7660,2003.11
10-07-2024,SMS,9304,2194.51
10-07-2024,App,1209,2752.45
10-07-2024,Social Media,8244,2518.04
10-07-2024,App,2875,1552.18
09-07-2024,Email,1355,3472.55
09-07-2024,Email,4620,1129.88
09-07-2024,Social Media,3036,2107.4
09-07-2024,SMS,6498,4013.69
09-07-2024,Email,5610,3656.24
09-07-2024,SMS,9355,4009.72
09-07-2024,Social Media,1406,3243.81
09-07-2024,SMS,7441,4885.9
09-07-2024,Email,6464,2653.22
08-07-2024,Social Media,6314,2430.17
08-07-2024,Social Media,3081,4462.35
08-07-2024,App,2827,1859.92
08-07-2024,Email,3824,1011.12
08-07-2024,Email,3575,3896.84
08-07-2024,Social Media,7266,2974.19
08-07-2024,App,7977,3983.37
08-07-2024,Email,1298,4730.77
08-07-2024,SMS,2955,3239.74
07-07-2024,SMS,3971,4938.28
07-07-2024,SMS,8867,4295.72
07-07-2024,App,9556,3153.14
07-07-2024,Email,6563,4805.06
07-07-2024,Social Media,3764,3072.25
07-07-2024,Email,3896,1827.35
07-07-2024,App,3319,2778.66
07-07-2024,Email,1945,4974.13
07-07-2024,Email,7284,2848.33
06-07-2024,App,1819,4986.38
06-07-2024,SMS,4656,3311.28
06-07-2024,Social Media,4233,3920.5
06-07-2024,Email,3559,4851.57
06-07-2024,App,2501,1026.38
06-07-2024,Social Media,8922,1243.83
06-07-2024,SMS,7284,2584
06-07-2024,Email,5284,2809.88
06-07-2024,Email,8234,1899.6
05-07-2024,Social Media,7771,4311.66
05-07-2024,App,7307,2870.92
05-07-2024,App,9806,4579.07
05-07-2024,App,8061,4928
05-07-2024,Email,3374,3431.27
05-07-2024,SMS,8219,4629.74
05-07-2024,App,5188,2262.6
05-07-2024,SMS,3026,1266.83
05-07-2024,App,7153,4563.68
04-07-2024,SMS,2155,2401.05
04-07-2024,App,1929,3292.83
04-07-2024,Email,3280,1233.29
04-07-2024,App,1306,3135.58
04-07-2024,App,7959,4901.15
04-07-2024,App,3083,3039.8
04-07-2024,SMS,4825,4971.96
04-07-2024,Social Media,4915,2927.68
04-07-2024,App,7883,4658.57
03-07-2024,SMS,4921,3667.84
03-07-2024,App,7636,4831.1
03-07-2024,SMS,9383,4343.35
03-07-2024,SMS,2333,4851.75
03-07-2024,App,2775,4022.17
03-07-2024,Social Media,7652,4462.33
03-07-2024,App,5590,4865.84
03-07-2024,Social Media,1465,2476.41
03-07-2024,App,1515,3621.59
02-07-2024,Email,4990,2983.34
02-07-2024,Email,2546,1171.18
02-07-2024,Email,3963,1571.37
02-07-2024,Social Media,5859,1160.27
02-07-2024,Social Media,4714,2305.05
02-07-2024,SMS,4253,4987.84
02-07-2024,SMS,5915,2214.75
02-07-2024,App,7675,2789.71
02-07-2024,SMS,7911,2811.38
01-07-2024,Social Media,6321,4371.65
01-07-2024,SMS,7738,3656.55
01-07-2024,App,6960,1658.6
01-07-2024,Social Media,7954,1246.38
01-07-2024,Email,4154,3219.98
01-07-2024,Social Media,1672,4330.69
01-07-2024,Social Media,6764,4512.66
01-07-2024,App,4561,3934.35
01-07-2024,Email,1111,4448.72
30-06-2024,Email,2114,1765.54
30-06-2024,SMS,6175,1510.5
30-06-2024,App,6917,4736.98
30-06-2024,App,2732,1120.18
30-06-2024,SMS,7461,3075.9
30-06-2024,App,6879,1482.59
30-06-2024,App,7950,4374.78
30-06-2024,App,3938,4701.87
30-06-2024,Social Media,7565,4381.73
29-06-2024,Email,3160,3344.65
29-06-2024,Email,1044,4013.88
29-06-2024,Email,6525,3159.26
29-06-2024,SMS,7621,1998.75
29-06-2024,Email,6930,2594.55
29-06-2024,App,1444,2805.14
29-06-2024,Social Media,7384,4132.36
29-06-2024,App,5404,3626.89
29-06-2024,SMS,5077,2580.18
28-06-2024,Email,7761,1487.79
28-06-2024,SMS,2132,4171.41
28-06-2024,Email,5334,1139.89
28-06-2024,App,3952,3131.76
28-06-2024,SMS,7466,3591.2
28-06-2024,Email,1897,3452.59
28-06-2024,Email,1498,4045.16
28-06-2024,Email,5310,1266.95
28-06-2024,Email,1204,3227.61
27-06-2024,Email,4338,4529.84
27-06-2024,Email,8328,4854.84
27-06-2024,SMS,5139,2816.39
27-06-2024,Social Media,8835,1586.68
27-06-2024,Social Media,4463,2672.66
27-06-2024,App,8080,4881.88
27-06-2024,Social Media,5652,3702.41
27-06-2024,Email,3925,1791.31
27-06-2024,App,7824,1351.43
26-06-2024,Social Media,2017,4614.46
26-06-2024,App,9298,4161.56
26-06-2024,Email,7412,1043.7
26-06-2024,App,4392,1103.91
26-06-2024,Email,2867,3892.36
26-06-2024,Email,9588,2439.33
26-06-2024,Social Media,6103,2302.33
26-06-2024,Social Media,2310,1001.64
26-06-2024,Social Media,1152,1005
25-06-2024,App,4332,3744.78
25-06-2024,Email,8409,3483.01
25-06-2024,SMS,5799,1759.2
25-06-2024,SMS,9338,3121.12
25-06-2024,Social Media,3335,2568.98
25-06-2024,Social Media,8922,1539.19
25-06-2024,App,2142,4271.51
25-06-2024,Social Media,5862,3294.6
25-06-2024,App,1915,3763.84
24-06-2024,Social Media,8190,4622.25
24-06-2024,Email,5930,4851.63
24-06-2024,App,7483,2613.74
24-06-2024,Email,8302,3655.67
24-06-2024,SMS,4824,1681.34
24-06-2024,Email,5516,4108.23
24-06-2024,SMS,4556,1163.12
24-06-2024,Social Media,3913,3438.17
24-06-2024,App,4513,2615.18
23-06-2024,App,8484,2318.47
23-06-2024,SMS,1972,4477.51
23-06-2024,App,6781,4823.82
23-06-2024,App,9883,2077.51
23-06-2024,SMS,8815,2548.59
23-06-2024,Social Media,6234,3395.14
23-06-2024,Social Media,1736,1487.89
23-06-2024,SMS,3781,1003.74
23-06-2024,App,2911,4334.34
22-06-2024,App,6643,4653.49
22-06-2024,SMS,2920,2289.65
22-06-2024,SMS,7569,1637
22-06-2024,Social Media,6447,1781.82
22-06-2024,SMS,6249,1468.29
22-06-2024,Email,3292,1464.95
22-06-2024,SMS,2490,4603.79
22-06-2024,App,5904,3829.55
22-06-2024,App,4740,4973.04
21-06-2024,Email,7381,4470.77
21-06-2024,Email,8045,2813.81
21-06-2024,Email,8059,3677.63
21-06-2024,Email,3211,1645.04
21-06-2024,Social Media,7170,3692.45
21-06-2024,Email,3986,3888.91
21-06-2024,SMS,5473,3286.49
21-06-2024,App,3626,4898.32
21-06-2024,Social Media,1939,3686.11
20-06-2024,SMS,8120,4961.69
20-06-2024,Email,7651,1819.94
20-06-2024,SMS,8842,2006.5
20-06-2024,Social Media,2292,2306.65
20-06-2024,Social Media,8837,4690.93
20-06-2024,App,9042,4882.17
20-06-2024,Social Media,8187,2061.34
20-06-2024,Social Media,7058,1964.28
20-06-2024,Email,8314,4915.11
19-06-2024,App,4809,4390.68
19-06-2024,App,5015,2029.69
19-06-2024,Email,2525,3110.52
19-06-2024,SMS,8521,1430.37
19-06-2024,Social Media,3967,1227.33
19-06-2024,Social Media,6403,2811.47
19-06-2024,App,6735,3116.17
19-06-2024,Email,9595,3139.81
19-06-2024,Social Media,4450,3597.88
18-06-2024,Social Media,6232,3811.42
18-06-2024,App,2741,3911.23
18-06-2024,Social Media,7727,4262.46
18-06-2024,SMS,7178,1539.4
18-06-2024,Social Media,7143,2205.06
18-06-2024,App,9834,1448.38
18-06-2024,Social Media,6234,4251.45
18-06-2024,Email,2352,4421.23
18-06-2024,Email,5320,2313.02
17-06-2024,SMS,8087,3386.38
17-06-2024,Social Media,9716,2058.48
17-06-2024,App,5178,4346.45
17-06-2024,Email,2520,3634.05
17-06-2024,App,4777,1347.85
17-06-2024,Email,6554,2766.46
17-06-2024,Email,5758,1431.46
17-06-2024,SMS,1867,3601.37
17-06-2024,Social Media,1844,3701.77
16-06-2024,App,9249,1593.91
16-06-2024,App,1334,2481
16-06-2024,Email,9644,4939.87
16-06-2024,SMS,3372,2118.14
16-06-2024,SMS,7337,1919.72
16-06-2024,SMS,5168,1129.17
16-06-2024,Social Media,4400,1804.59
16-06-2024,App,2536,4318.81
16-06-2024,Email,6134,2054.83
15-06-2024,App,3479,3021.8
15-06-2024,App,5190,1721.69
15-06-2024,SMS,2172,3879.69
15-06-2024,App,4406,1816.05
15-06-2024,Email,8135,2226.15
15-06-2024,SMS,2829,1635.16
15-06-2024,SMS,3649,4749.37
15-06-2024,Email,2701,1421.95
15-06-2024,Email,7777,4731.42
14-06-2024,SMS,5051,1804.81
14-06-2024,Email,8476,2359.49
14-06-2024,Social Media,7447,4941.09
14-06-2024,SMS,5349,2643.77
14-06-2024,Social Media,4335,2927.23
14-06-2024,Social Media,8583,4772.71
14-06-2024,Social Media,2073,3028.51
14-06-2024,SMS,7432,4961.52
14-06-2024,Email,9811,3460.17
13-06-2024,App,5023,1671.9
13-06-2024,Social Media,8305,1803.95
13-06-2024,Email,9923,2271.38
13-06-2024,App,7560,1445.97
13-06-2024,SMS,8754,2729.67
13-06-2024,App,9436,2501.44
13-06-2024,Email,3071,1588.88
13-06-2024,App,3096,1909.56
13-06-2024,SMS,9405,3337.63
12-06-2024,App,8723,1465.37
12-06-2024,Social Media,3505,1373.24
12-06-2024,SMS,5302,3486.68
12-06-2024,Social Media,1307,3105.23
12-06-2024,Email,6403,1731.81
12-06-2024,Email,1197,4173.14
12-06-2024,Social Media,5046,1418.9
12-06-2024,Social Media,4953,2190.85
12-06-2024,Email,5645,3046.6
11-06-2024,App,8235,3295.3
11-06-2024,SMS,1790,2694.62
11-06-2024,App,2368,3856.19
11-06-2024,Email,5049,1154.8
11-06-2024,Email,6732,4145.05
11-06-2024,SMS,8081,4176.09
11-06-2024,Social Media,3849,3021.42
11-06-2024,SMS,2682,3854.34
11-06-2024,App,8949,1557.76
10-06-2024,App,3541,2858.44
10-06-2024,SMS,5476,3391.98
10-06-2024,Social Media,8134,4827.8
10-06-2024,App,2686,3764.41
10-06-2024,App,4621,2344.47
10-06-2024,SMS,6298,3960.47
10-06-2024,App,8820,3961.21
10-06-2024,Social Media,9263,3493.33
10-06-2024,SMS,6756,4965.22
09-06-2024,Social Media,7819,3540.78
09-06-2024,App,1650,4786.99
09-06-2024,App,1550,1681.47
09-06-2024,Email,3667,2934.13
09-06-2024,Email,1432,2871.1
09-06-2024,SMS,5669,2458.19
09-06-2024,SMS,2454,2924.82
09-06-2024,SMS,7079,2827.12
09-06-2024,Email,7518,1221.96
08-06-2024,Email,7222,1816.73
08-06-2024,Email,4746,4014.48
08-06-2024,App,7525,2225.67
08-06-2024,SMS,3860,4893.48
08-06-2024,App,7019,4591.25
08-06-2024,SMS,8582,4085.63
08-06-2024,App,1037,2507.04
08-06-2024,Social Media,6472,4714.39
08-06-2024,Social Media,1098,1919.2
07-06-2024,SMS,7018,3185.37
07-06-2024,Social Media,6495,2681.53
07-06-2024,Social Media,9781,2921.25
07-06-2024,Email,6167,3259.39
07-06-2024,Social Media,2570,1388.23
07-06-2024,SMS,7590,3132.26
07-06-2024,SMS,4261,2117.69
07-06-2024,SMS,9062,1547.79
07-06-2024,Email,2194,1335.58
06-06-2024,App,6332,3657.88
06-06-2024,App,4981,1713.11
06-06-2024,App,6728,3038.14
06-06-2024,App,2977,2944.7
06-06-2024,SMS,1890,1548.34
06-06-2024,SMS,2474,4888.58
06-06-2024,Email,7179,2799.67
06-06-2024,Email,1630,2678.92
06-06-2024,SMS,3926,3245.81
05-06-2024,Social Media,3978,1085.61
05-06-2024,Social Media,1366,4880.16
05-06-2024,SMS,1967,3008.33
05-06-2024,Social Media,4071,3692.65
05-06-2024,Social Media,6928,2853.89
05-06-2024,App,1036,4369.75
05-06-2024,App,3290,4335.94
05-06-2024,Social Media,1287,4745.85
05-06-2024,SMS,7687,2724.67
04-06-2024,SMS,2592,2469.58
04-06-2024,App,8171,2917.86
04-06-2024,SMS,7037,4910.55
04-06-2024,SMS,4763,2407.11
04-06-2024,Email,2282,3833.86
04-06-2024,App,5838,4527.48
04-06-2024,Email,8765,3726.59
04-06-2024,Social Media,7306,3053.81
04-06-2024,Email,2233,4997.04
03-06-2024,App,3026,1095.88
03-06-2024,Social Media,4152,1928.86
03-06-2024,App,9906,3766.66
03-06-2024,App,3201,3663.37
03-06-2024,Email,8271,1525.76
03-06-2024,Email,3741,1071.88
03-06-2024,Social Media,5433,4331.18
03-06-2024,SMS,8430,3823.75
03-06-2024,SMS,9746,2643.68
02-06-2024,Email,2184,2927.73
02-06-2024,App,4746,4369.56
02-06-2024,App,1685,3684.59
02-06-2024,Social Media,4619,2900.85
02-06-2024,App,4808,4662.18
02-06-2024,SMS,9293,1378.69
02-06-2024,App,5559,3507.19
02-06-2024,Email,1949,1500.05
02-06-2024,SMS,3415,2963.69
01-06-2024,SMS,6942,2047.84
01-06-2024,Email,5422,1173.15
01-06-2024,App,7733,2661.21
01-06-2024,Social Media,2545,1180
01-06-2024,App,6228,1703.76
01-06-2024,Email,2060,2139.41
01-06-2024,Email,4208,3648.4
01-06-2024,SMS,7918,3043.36
01-06-2024,Email,5673,3117.59
31-05-2024,Social Media,4731,4532.65
31-05-2024,Email,1839,3678.48
31-05-2024,Email,1005,1889.78
31-05-2024,Email,8106,3846.49
31-05-2024,Email,2394,3105.31
31-05-2024,SMS,9390,2436.13
31-05-2024,Social Media,9416,3133.47
31-05-2024,SMS,4049,4336.37
31-05-2024,App,4350,2835.05
30-05-2024,Social Media,7822,3143.17
30-05-2024,Social Media,3725,3265.29
30-05-2024,Social Media,6976,1802.42
30-05-2024,Email,5937,3664.01
30-05-2024,App,2235,4290.47
30-05-2024,Social Media,5317,3816.91
30-05-2024,Email,7706,3652.09
30-05-2024,Email,3995,3227.51
30-05-2024,App,8369,2306.91
29-05-2024,Email,9985,3230.73
29-05-2024,Social Media,3736,2562.77
29-05-2024,Email,6147,2499.88
29-05-2024,App,3096,4239.04
29-05-2024,Email,9309,1722.77
29-05-2024,Social Media,4863,4923.46
29-05-2024,App,2629,4888.62
29-05-2024,Social Media,7270,4689.12
29-05-2024,Email,7974,2079.43
28-05-2024,App,2151,2462.83
28-05-2024,Email,2396,1595.61
28-05-2024,App,8203,1592.96
28-05-2024,Social Media,9986,1033.75
28-05-2024,App,7300,3040.87
28-05-2024,Social Media,7977,2422.6
28-05-2024,Social Media,3867,1472.07
28-05-2024,App,2925,3047.29
28-05-2024,SMS,1274,1761.91
27-05-2024,Email,7325,3234.22
27-05-2024,App,1662,4568.29
27-05-2024,Social Media,5315,3458.17
27-05-2024,Email,2764,1218.6
27-05-2024,Email,6045,3696.9
27-05-2024,App,6379,1669.01
27-05-2024,SMS,7196,1291.65
27-05-2024,App,9418,1144.67
27-05-2024,Email,3435,1429.25
26-05-2024,Email,1823,4264.61
26-05-2024,Social Media,6551,4525.56
26-05-2024,App,5502,2875.67
26-05-2024,App,5146,3665.72
26-05-2024,Email,6523,4306.26
26-05-2024,SMS,4542,3737.8
26-05-2024,SMS,5943,1714.06
26-05-2024,App,6710,3825.87
26-05-2024,App,2354,3595.07
25-05-2024,Social Media,8337,2498.77
25-05-2024,App,5801,2445.35
25-05-2024,Social Media,4729,1542.65
25-05-2024,Email,2736,2490.17
25-05-2024,App,4582,4810.79
25-05-2024,Email,3437,3443.8
25-05-2024,App,1064,1946.69
25-05-2024,Email,8227,1220.27
25-05-2024,Social Media,7124,4783.58
24-05-2024,Social Media,9333,4076.17
24-05-2024,Email,2785,4829.15
24-05-2024,App,1938,1452.15
24-05-2024,Email,8439,3198.98
24-05-2024,SMS,8596,4247.28
24-05-2024,Email,5628,3937.98
24-05-2024,Email,2602,3340.26
24-05-2024,SMS,1874,2766.37
24-05-2024,Social Media,1715,3492.91
23-05-2024,Email,3026,3422.84
23-05-2024,Email,8060,2289.46
23-05-2024,Social Media,7438,3214.33
23-05-2024,Email,9855,4593.58
23-05-2024,App,3337,3872.99
23-05-2024,SMS,1954,1610.39
23-05-2024,Social Media,3556,1106.28
23-05-2024,App,9516,4457.59
23-05-2024,SMS,3102,4011.77
22-05-2024,Email,8018,1772.38
22-05-2024,SMS,8217,2910.79
22-05-2024,App,2465,3727.22
22-05-2024,Email,5213,2564.76
22-05-2024,SMS,4163,3682.54
22-05-2024,Email,4137,2503.06
22-05-2024,App,6688,2756.57
22-05-2024,Email,9791,2933.89
22-05-2024,Social Media,9493,3781.73
21-05-2024,Social Media,6236,3271.61
21-05-2024,App,8669,1518.55
21-05-2024,Email,6886,1602.69
21-05-2024,SMS,5272,3058.7
